id,sentence,tag,member1,member2
6510,(22)林启龙林启龙，男，国籍中国，身份证号 42098419830814****，住所为北京市海 淀区玉泉路甲 2 号院，通讯地址为中国运载火箭技术研究院航天一院，未取得 其他国家或者地区的居留权。,0,0,0
877,蓝星化工新材料股份有限公司重大资产置换及发行股份并支付现金购买 资产并募集配套资金暨关联交易 之 募集配套资金非公开发行股票 发行情况报告书 独立财务顾问(主承销商)二零一五年十月 1 蓝星化工新材料股份有限公司全体董事声明本公司全体董事承诺本发行情况报告书不存在虚假记载、误导性陈述或重大 遗漏，并对其真实性、准确性、完整性承担个别和连带的法律责任。,0,0,0
7708,2015 年 5 月， 中兴新地按照其持股比例享有的睿德电子 2013 年 12 月 31 日净资产撤回其在睿德 电子的投资款合计 39，620，645 元。,0,0,0
1198,五、独立董事的意见 公司拟在未来三年内对控股子公司通辽金煤化工有限公司提供最高额为 7亿元的财务资助，通辽金煤化工有限公司的其他持股 10%以上股东未同步进行资 助，因此本次交易涉及关联交易。,0,0,0
9273,(二)福鼎热电建设运营的福鼎热电厂项目基本情况1、福鼎热电厂项目规模为3×150t/h高温超高压循环流化床锅炉机组，配套建设1×17mw+1×19.8mw(新型)背压式汽轮发电机组。,0,0,0
4152,项目 黄河旋风 明匠智能 交易价格 占比 资产总额(万元) 496，840.24 3，236.33 42，000 8.45% 净资产(万元) 240，915.86 1，999.74 42，000 17.43% 营业收入(万元) 166，206.20 4，034.10 2.43% 四、本次交易不构成借壳上市根据公司 2014 年的合并报表财务数据，明匠智能 2014 年合并财务报表数据 以及收购价格情况，明匠智能总资产占公司总资产的 8.45%，未达到 100%。,0,0,0
8239,在足额募集配套资金的情况下，本次交 易完成后，张振新直接及通过易乘投资、张利群间接合计持有公司 42.74%股份。,0,0,0
3594,梁祝公司现有注册资本2亿元，其中公司占其注册资本的80%;浙东公司占 其注册资本的20%。,0,0,0
5007,公司该次董事会决议公告日前 10 个交易日上 证综指收盘点数的算术平均值较西水股份股票因本次交易首次停牌日(即 2015 年 6 月 2 日)前一交易日上证综指收盘点数累计下跌的百分比为 32.148%;公司 该次董事会决议公告日前 10 个交易日证监会保险指数(883172)收盘点数的算 术平均值较西水股份股票因本次交易首次停牌日(即 2015 年 6 月 2 日)前一交 易日证监会保险指数(883172)收盘点数累计下跌的百分比为 26.895%。,0,0,0
9562,(依法须经批准的项目，经相关部门批准后方可开展经营活动)股东:中民投资本管理有限公司公司与嘉兴会凌公司在产权、业务、资产、人员方面保持独立，无债权债务。,0,0,0
7285,本次担保需在本公司为钱江四 桥公司向招商银行杭州天城路支行申请借款的原有担保责任解除之后方可实施。,0,0,0
9207,公司、公司下属尊茂酒店控股公司以及尊茂酒店控股公司的5家子公司已按期全部收回本金和收益。,0,0,0
9607,三、具体置换方案为了缓解公司及全资子公司新东网科技有限公司业务发展造成的资金需求压力，提高资金使用效率，中山达华智能科技股份有限公司拟以本次募集资金人民币113，943，303.00元置换上述全资子公司预先投入募集资金投资项目的同等金额的自筹资金,1,中山达华智能科技股份有限公司,新东网科技有限公司
4219,监事会同意公司为上海明 匠智能系统有限公司在上海招商银行贷款提供 3000 万元的贷款担保。,0,0,0
9449,注册登记情况名称:东海证券股份有限公司注册地址:常州市延陵西路23号投资广场18层注册号:320400000001485法定代表人姓名:刘化军注册资本:16700o万元人民币公司类型:股份有限公司经营期限:一九九三年一月十六日至不约定期限经营范围:许可经营项目:证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券承销与保荐;证券自营;证券资产管理;证券投资基金代销;为期货公司提供中间介绍业务;融资融券业务;代销金融产品2业务。,0,0,0
3640,2(三) 中银保本理财—人民币“按期开放”产品2015 年 11 月 5 日，公司出资人民币 1 亿元，向中国银行乐清柳市支行购买了银行理财产品，具体情况如下:1、 产品名称:中银保本理财—人民币“按期开放”产品2、 理财币种:人民币3、 认购理财产品资金总金额:1 亿元4、 产品类型:保证收益型5、 预期年收益率:3.20%6、 期限:开放日是客户执行赎回条款或银行执行提前终止条款的日期，自收益起算日(含)起至第一个开放日(不含)止或连续的两个开放日之间(算头不算尾)为一个收益期。,0,0,0
7213,● 担保事项:公司关联方阳泉煤业集团融资再担保有限责任公司(以下简称“再担保公司”)就上述借款向公司提供担保，平舒公司以所拥有 的资产向再担保公司提供反担保。,0,0,0
6371,14、2015 年 11 月 10 日公司子公司鼎力租赁以 5，000 万元购买上海浦东发展 银行股份有限公司杭州分行的利多多对公结构性存款 2015 年 JG962 期理财产品， 预期最高年化收益率 3.05%，产品期限:2015 年 11 月 11 日-2015 年 12 月 14 日。,0,0,0
2020,二十六、补充披露了中航复材、优材京航采用资产基础法评估结果的原 因，及优材百慕采用收益法评估结果的原因，详见重组报告书“第五章，五， (三)评估方法与评估目的的相关性、评估方法选择的合理性”部分。,0,0,0
1977,三、担保协议的主要内容1、保证人:江苏永鼎股份有限公司债权人: 江苏吴江农村商业银行股份有限公司芦墟支行 2、担保范围:主合同项下的债务本金、利息、逾期利息、复利、罚息、违约金、损害赔偿金以及诉讼费、律师费等债权人实现债权的一切费用。,0,0,0
7613,证券代码:600100 证券简称:同方股份 公告编号:临 2015-054 同方股份有限公司关联交易进展公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重 大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
4611,隆基晶益 79.33%股权的对价方式:以隆基晶益审计基准日(2015 年 8 月 31 日)79.33%账面净资产即 7，646，341.29 元作为暂定转让价格，中晶股份向本公 司支付现金。,0,0,0
4344,公司于 2015 年 6 月 12 日召开的第七届董事会第四次会议审议通过了<关于 预计 2015 年度对全资子公司深圳市保千里电子有限公司提供担保额度的议案>， 2015 年度公司对深圳市保千里电子有限公司提供预计不超过 66，000 万元人民币 的担保额度。,0,0,0
478,2、南京医药合肥天星有限公司住所:安徽省合肥市长江中路 328 号法定代表人:秦亚鸣注册资本:11，394 万元企业类型:有限责任公司(国有控股) 经营范围:中成药、化学原料药及其制剂、抗生素、生化药品、生物制品、疫苗(在许可证有效期内经营)、麻醉药品、医疗器械、玻璃仪器、医药保健品、 化妆品、毒性药品、家交电、食品、日用百货、制冷设备销售;医药信息咨询服 务;办公用品、文教用品销售;进出口贸易(国家限定或禁止进出口商品和技术 除外);道路货物运输;中药材、中药饮片(在许可证有效期内经营)。,0,0,0
1661,按照资产基础法评估，被评估单位在基准日市场状况下股东全部权益价值评8估值为343，270.30万元，相对于上投控股母公司的净资产账面值239，345.71万元， 增值额103，924.58万元，增值率43.42%;相对于上投控股合并口径下的净资产账 面值302，422.56万元，增值额40，847.74万元，增值率13.51%。,0,0,0
5155,赢家人民币理财产品 WGI5MO1038 期 2015.10.13上海申达股份有限 公司、上海银行浦东 分行 提高资金利用率，增加公司收益 货币及债权 类理财产品7300 自有 资金 33 天 3.70%债权、回购、 拆借等 现金该笔收益占公司效益总额极小，不会产生较大影响。,0,0,0
9594,公司根据整体经营布局，同意控股子公司西安西矿环保科技有限公司向交通银行股份有限公司陕西分行申请6，000万元综合授信额度，授信期限为一年。,0,0,0
2832,转让后山东华鹏玻璃股份有限公司持有 山西华鹏水塔玻璃制品有限责任公司 100%的股权。,0,0,0
2728,股票代码:600538 股票简称:国发股份 公告编号:临2015-049 北海国发海洋生物产业股份有限公司 关于使用闲置募集资金购买银行理财产品的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或 者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
7695,3 (二) 核查意见:综上，我们认为，深圳兴飞所处的移动通讯智能终端 ODM 行业普遍存在客 户较为集中的情形，深圳兴飞与其主要客户保持稳定的合作关系，其客户集中度 较高不会对未来经营的稳定性产生重大影响。,0,0,0
9333,四、关联交易的主要内容和履约安排普通合伙人:泉州晟翼投资有限公司有限合伙人:贵人鸟股份有限公司(一)合伙人1、普通合伙人本合伙企业普通合伙人为泉州晟翼投资有限公司。,0,0,0
6307,3、江苏存济网络医院有限公司住所:南京市秦淮区玉带园 62 号法定代表人:吕建明注册资本:人民币 5000 万元 经营范围:网络医院建设投资，对医院、医疗机构、医疗项目、养老院项目的投资;医疗新技术的开发与合作;医院投资管理(除金融、证券等国家专项审批项目)， 医院管理咨询(除经纪);在医院信息系统、医疗软件技术、医疗器械科技领域内从 事技术开发、技术服务、技术咨询、技术转让;计算机信息系统集成;医院信息网络 工程;网站制作;医疗软件开发与销售(除计算机信息系统安全专用产品);企业管 理咨询(咨询类项目除经纪);市场信息咨询;健康咨询;一类医疗器械、实验室设 备的开发与销售;电子产品、办公用品的销售。,0,0,0
6779,(3)广西公司少数股权 公司名称:老百姓大药房连锁(广西)有限公司 公司类型:有限责任公司营业执照注册号:450000000000507 注册地址:南宁市国凯大道南侧银凯孵化园 6#标准厂房第四层 法定代表人:石展注册资本:500 万元 成立日期:2003 年 6 月 20 日6 经营范围:I 类医疗器械的生产;零售:药品，国内公开发行出版的图书和电子出 版物(凭许可证在有效期内经营，具体项目以审批部门批准的为准);销售:医疗器 械、食品(凭许可证在有效期内经营，具体项目以审批部门批准的为准);销售:化 妆品、消毒用品(除国家专项规定外)、日用品、家用电器;场地分租服务;企业管 理咨询服务;自营和代理一般经营项目商品和技术的进出口业务，许可经营项目商品 和技术的进出口业务须取得国家专项审批后方可经营(国家限制公司经营或禁止进出 口的商品和技术除外)。,0,0,0
4453,六、备查文件1、公司第三届董事会第十八次会议决议; 2、绿能科技、精密机械和汽车电机最近一期的财务报表; 3、绿能科技、精密机械和汽车电机营业执照复印件。,0,0,0
9307,四、交易合同的主要内容及履约安排1、合同签署方:中海(海南)海盛船务股份有限公司(甲方)江门市银湖拆船有限公司(乙方)2、交易价格:甲方将散货船“百花山”轮作为废钢船出售给乙方，出售价格为人民币17，183，633.49元。,0,0,0
9190,注:2、原向浙江蓝天环保高科技股份有限公司采购原材料的业务改为向其子公司中化蓝天集团贸易有限公司采购。,0,0,0
9322,三、提案审议和表决情况会议审议通过了<关于长春嘉盛房地产开发有限公司为福建实达信息技术有限公司的新设子公司贷款提供反担保的议案>。,0,0,0
3007,(2)本次合并项下交易对方国资公司、交通集团的批准及授权2015 年 4 月 9 日，国资公司召开董事会，审议通过本次合并方案等相关事宜。,0,0,0
9107,根据公司董事会三届二十七次会议决议，浙江水晶光电科技股份有限公司受让关联方浙江星星科技股份有限公司部分土地使用权及在建工程，双方协议作价9，093.47万元,1,浙江水晶光电科技股份有限公司,浙江星星科技股份有限公司
9555,二、与本次重大资产重组相关的风险(一)本次交易的审批风险本次交易尚需履行的批准程序如下:1、公司第二次董事会批准;2、公司股东大会批准;3、安徽省金融办批准德善小贷、德信担保股权转让事项;4、安徽省商务厅批准德合典当的股权转让事项;5、其他可能涉及的批准程序。,0,0,0
4781,在承诺有效期内，如果本公司违反本承诺 给西水股份造成损失的，本公司将及时向西水股份进行足额赔偿。,0,0,0
9717,深圳市易尚展示股份有限公司本次非公开发行对象为包括公司控股股东、实际控制人刘梦龙在内的不超过10名特定对象,1,刘梦龙,深圳市易尚展示股份有限公司
255,会议应到监事 5 人，实到 5 人，监事崔伟女士因出差委 托监事王凤鸣先生代为出席本次会议，并发表同意意见。,0,0,0
2862,根据以上决议，本公司与上海农场于 2015 年 9 月 9 日合资设立江苏梅林畜 牧有限公司。,0,0,0
9583,二、被担保人基本情况1、南京熊猫电子制造有限公司概况注册资本:2，000万美元住所:南京经济技术开发区恒通大道1号法定代表人:周贵祥本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
2096,近期，晋西北公司向交通银行股份有限公司山西省分行申请的4，750万元贷 款获得批准，在公司股东大会核准的额度内，山西天然气同意为其提供担保，担 保金额为4，750万元。,0,0,0
10009,2015年度及2014年度，根据相关约定，浙江富润股份有限公司账面原值为1，229，454.90元的环保部固定资产由诸暨富润染整有限公司无偿使用,1,诸暨富润染整有限公司,浙江富润股份有限公司
8660,出资权转让后，申华东投持有北京长翔 100%股权。,0,0,0
2721,本次会议采用现场投票与网络投票相结合的方式，公司董事会召集本次会议，受 董事长江泓毅先生委托，副董事长姚鹏先生主持本次会议。,0,0,0
4935,截至 2015 年 5 月 31 日，天安财险经审计的母公司的未分配利润为 -150，546.68 万元，天安财险因存在未弥补亏损而无法向股东分配现金股利的情 形。,0,0,0
9379,本次交易完成后，亿利洁能科技有限公司持股比例为60%，江苏禾友化工有限公司持股比例为40%。,0,0,0
1932,股票代码:600995 股票简称:文山电力 编号:临 2015-33 云南文山电力股份有限公司 发行股份购买资产事项进展公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗 漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
4674,14按照上述调价机制进行调整后，对本次交易后正元投资对上市公司的持股比 例及上市公司控制权影响详见本报告书“第六节/本次交易发行股份情况/二、本 次发行的具体方案/(二)发行价格及定价原则/3、调价机制/(4)如按上述调价 机制进行调整，本次交易后正元投资对上市公司的持股比例及上市公司控制权影 响”。,0,0,0
9104,为提升公司整体的制造水平，提高公司轴承座和电机座的加工效率和加工质量，体现智能化加工的先进性，沈阳机床股份有限公司计划向云科智能制造（沈阳）有限公司采购轴承座和电机座柔性自动生产线，合同总额999万元,1,沈阳机床股份有限公司,云科智能制造（沈阳）有限公司
7012,审议过程中，关联董事白英、张福喜回避表决。,0,0,0
9347,一、（一）本次交易的基本情况哈尔滨誉衡药业股份有限公司（以下简称“公司”）拟向珠海旭日隆昌投资合伙企业（有限合伙）等10名特定对象（以下简称“本次发行对象”）非公开发行273，597，811股股票,1,珠海旭日隆昌投资合伙企业（有限合伙）,哈尔滨誉衡药业股份有限公司
1095,厚康实业、永冠贸易均于 2015 年 10 月 30 日与公司签订了附条件生效的股份认 购协议，拟以现金认购不超过 28，280.00 万股(含本数)。,0,0,0
4713,(二)募集资金安排公司拟向包括正元投资在内的不超过 10 名特定投资者非公开发行股份募集 配套资金，配套资金总额不超过 6，907，216，823.34 元，且不超过拟购买资产交易 价格的 100%，本次募集的配套资金将用于向天安财险增资、支付交易对价和中 介机构费用。,0,0,0
1452,申请报告及独立财务顾问报告显示仁建安通 100%股权的境外持股公司名 称为仁建香港，而法律意见书显示为仁建集团。,0,0,0
9949,荣继华先生为公司控股股东及实际控制人、广东道氏技术股份有限公司董事长兼,1,荣继华,广东道氏技术股份有限公司
9526,(二)产品说明中信证券信益财富7号集合资产管理计划发行人系中信证券，主要投资于固定收益类资产和现金类资产，固定收益类资产包括银行存款、债券回购(含逆回购)、债券、可转债一级市场申购、债券型基金(含开放式债基、lof债基、普通封闭式债基、分级债基的优先端及进取端等)、分级偏股型基金的优先端、货币型基金、央行票据、短期融资券(包括超级短期融资券)、资产支持证券、资产支付票据、中期票据、中小企业私募债、非公开定向债务融资工具(ppn)、利率远期、利率互换等银行间市场交易的投资品种，证券公司专项资产管理计划、商业银行理财计划、集合资金信托计划等金融监管部门批准或备案发行的金融产品以及中国证监会认可的其他投资品种;现金类资产包括剩余期限在1年以内(含1年)的国债和央行票据等。,0,0,0
3757,(四)蓝盾信息安全技术股份有限公司 1、企业类型:其他股份有限公司(上市) 2、企业住所:广东省广州市天河区天慧路 16 号3、注册资本:48，534.25 万元4、法定代表人:柯宗贵 5、经营范围:计算机软、硬件开发，计算机信息系统集成、布线，承接网络工程建设项目，信息技术、数码技术开发、服务，计算机网络技术服务，网络 安全信息咨询;销售:计算机及其配套设备，文化用品，电子产品、广播电视设 备(不含卫星电视广播地面接收设备、发射设施);信息服务业务(仅限广东省 内互联网信息服务业务，不含新闻、出版、教育、医疗保健、药品、医疗器械、 电子公告以及其他按法律、法规规定需前置审批或专项审批的服务项目，按有效 许可证经营);第二类增值电信业务中的信息服务业务(不含固定网电话信息服 务和互联网信息服务，按有效许可证经营)。,0,0,0
6175,经与杭州百大置业协商，杭州百大置业同意为杭州大厦上述担保行为提供反担 保。,0,0,0
8571,证券代码:600009 证券简称:上海机场 编号:临 2015-032上海国际机场股份有限公司 关于投资上海自贸区股权投资基金(一期)进展情况的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承 担个别及连带责任。,0,0,0
3864,15、“第四节交易标的基本情况”之“二、华润赛科主营业务具 体情况”中补充披露华润赛科母子公司之间产品销售的货物流转、资 金结算及账务处理过程。,0,0,0
9566,该合同规定:为确保中信银行股份有限公司宁波分行(债权人)与本公司全资子公司——连云港东睦新材料有限公司(债务人)，在2015年2月4日至2018年2月4日期间所签署的形成债权债务关系的一系列合同、协议以及其他法律性文件(以下简称“主合同”)而享有的一系列债权的履行和保障其债权的实现，本公司愿意为债务人履行债务提供最高额保证担保;该合同项下担保的债权最高本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
9147,3、交易对方王荣安先生间接持有深圳赫美集团股份有限公司股份且为公司董事，故本次交易构成关联交易，并且构成《深圳证券交易所股票上市规则(2014年修订)》(以下简称“《上市规则》”)规,1,王荣安,深圳赫美集团股份有限公司
316,2015年1-9月，美国普克在美国市场销售处方 药及OTC药品所实现的主营业务收入达1.5亿元人民币，其中人福普克生产的软胶囊OTC 药品销售额约为1亿元人民币，较上年同期增幅约为835%。,0,0,0
9586,三、关联交易标的基本情况1、交易的名称和类别:东风电子科技股份有限公司委托t-engineeringab公司进行仪表平台开发。,0,0,0
752,独立董事进行事前认可并发表了独立意见如下: 公司下属公司台州刚泰黄金饰品有限公司向交通银行股份有限公司台州路桥支行申请综合授信 3，000 万元(大写人民币叁仟万元整)。,0,0,0
9408,(三)本次关联交易预计金额和类别公司持股75%的子公司上海奥柏内燃机配件有限公司因生产经营的需要，拟向公司关联方上海崇明奥琰内燃机配件有限公司租赁成型车间厂房及相关机器设备，租赁费为163万元u年，租赁期限暂定为1年。,0,0,0
7330,证券代码:600228 证券简称:昌九生化 公告编号:2015-045 江西昌九生物化工股份有限公司 关于部分闲置资产处置进展的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
6954,(四)关于同意天泰公司向公司借款为宁武榆树坡煤业有限公司办理委托贷款的议案表决结果:7票同意，0票反对，0票弃权，审议通过本议案。,0,0,0
5632,其中，福建轻纺拟 认购 6，673.73 万股，认购比例为 9.3750%;福建能源拟认购 11，122.88 万股，认购比例为 15.6250%。,0,0,0
2377,一、对外投资概述1、基本情况 为适应互联网时代的业务发展需要、拓展公司运作模式、寻求新的利润增长点，本公司拟全部以现金出资，投资设立全资子公司江苏星连家电子商务有限 公司(暂定名，以下简称“江苏星连家”)，注册资本 1000 万元人民币。,0,0,0
3861,12、“第四节交易标的基本情况”之“二、华润赛科主营业务具体情况”中补充披露华润赛科报告期各年度主要办事处/经销商情况， 包括但不限于直销/经销收入、成本、毛利金额及占比、合作期限、 信用政策、结算政策、折扣政策、退货政策和退货比例、是否存在关 联关系等。,0,0,0
1085,厚康实业、永冠贸易同意全部以现金认购本次发行的股票。,0,0,0
6642,(10)杨其礼杨其礼，男，国籍中国，身份证号 42010619520415****，住所为武汉市洪 山区黄家店 142 号，通讯地址为湖北省汉川经济开发区新河工业园路 19 号，未 取得其他国家或者地区的居留权。,0,0,0
1360,16、2015 年 10 月 27 日，公司使用 10，000 万元人民币购买浦发银行郑州金水 支行“利多多对公结构性存款 2015 年 JG908 期”理财产品，该理财产品为保证收 益型，浦发银行对该理财产品的本金提供保证承诺，并按协议约定的投资收益率 (年率)向公司计付理财收益，预期年化收益率:3.6%，起止期限为 2015 年 10 月 27 日至 2016 年 4 月 28 日。,0,0,0
3759,(五)深圳市乐安居商业有限公司 1、企业类型:有限责任公司 2、企业住所:深圳市沙头角沙盐路天浩商住楼 2 栋 2—B10 3、注册资本:13，125.00 万元4、法定代表人:伍世俊5、经营范围:兴办实业(具体项目另行申报);国内商业、物资供销业;经 营进出口业务;装饰材料、建材家私;开办市场(市场执照另行申报);物业管 理;停车场经营管理;房屋租赁;办公用品、日用品、家用电器、清洁用品、园 艺花卉的销售。,0,0,0
6129,股票代码:600764 股票简称:中电广通 公告编号:临2015-021 中电广通股份有限公司 关于转让中国有线股权进展情况公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承 担个别及连带责任。,0,0,0
506,证券代码:600706 证券简称:曲江文旅 编号:临 2015-033 西安曲江文化旅游股份有限公司 关于归还银行借款的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
1792,一、使用闲置自有资金购买理财产品的实施情况(一)已到期的理财产品情况公司于 2015 年 7 月 13 日在浙江南浔农村商业银行股份有限公司和孚支行，以 6，000 万元闲置自有资金购买了“金伙伴理财”2015 年第六期(总第 32 期)人 民币理财计划。,0,0,0
8847,本集团及广发证券股份有限公司持有辽宁成大股份有限公司的股票的本期变动系买卖一揽子沪深300指数成份股所致,1,广发证券股份有限公司,辽宁成大股份有限公司
9461,4、“华能香港”指中国华能集团香港有限公司。,0,0,0
7710,4 2015 年 5 月，深圳兴飞以 129，118，657 元的价格受让深圳长飞持有惠州长飞 100%的股权。,0,0,0
9460,重要内容提示:●被担保人名称:福建安砂建福水泥有限公司(“安砂建福公司”)，为本公司并表子公司的全资子公司。,0,0,0
4523,证券代码:600867 证券简称:通化东宝 编号:临 2015—069 通化东宝药业股份有限公司 关于非公开发行股票构成关联交易的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
9377,3、关联关系百联集团为公司控股股东，东方商厦为公司全资子公司，故本次房屋租赁构成关联交易。,0,0,0
3483,本次交易评估机构为中铭国际，该评估机构的独立性、评估假设前提的合理 性、评估方法与评估目的的相关性以及评估定价的公允性的具体情况如下:1、本次评估机构的独立性公司聘请中铭国际承担此次交易的评估工作，选聘程序合规。,0,0,0
4933,可分配利润指天安 财险根据企业会计准则确定的税后利润减去任何累计亏损弥补额和天安财险需 提取的公积金及总准备金后的余额。,0,0,0
1388,证券代码:600179 股票简称:黑化股份 编号:2015-052 黑龙江黑化股份有限公司关于收到 <中国证监会行政许可项目审查一次反馈意见通知书> 的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承 担个别及连带责任。,0,0,0
2772,四、对外投资的风险分析本次对外投资符合银龙公司自身业务发展的需要，但考虑到存在区域经济、 市场开拓、新公司经营管理等方面的风险因素，银龙公司提请广大投资者注意投 资风险。,0,0,0
4207,(三)发行股份购买资产的证券发行登记情况根据瑞华所出具的<验资报告>(瑞验字【2015】XXX 号，截至 2015 年 11 月 X 日，黄河旋风已经收到明匠智能 100%股权。,0,0,0
4890,如实际环境与历史数据不一致，或天安财险的实际投资表现差于相关假设， 则天安财险的盈利能力可能受到不利影响，从而对业务、经营业绩及财务状况造 成不利影响。,0,0,0
2826,(三)公司与重庆渝电工程监理咨询有限公司(以下简称“渝电监理”)1签订<施工监理合同> 公司委托渝电监理承担供电辖区配电设施建设及改造的施工监理任务，并签订<施工监理合同>，合同金额为266.36万元。,0,0,0
2150,八、上网公告附件1、经独立董事事前认可的声明2、经独立董事签字确认的独立董事意见 3、董事会审计委员会对关联交易的书面审核意见 4、北京天健兴业资产评估有限公司天兴苏评报字(2015)第 0065 号<评估报告>5、天衡会计师事务所(特殊普通合伙)天衡审字(2015)02135 号<审计报告> 特此公告。,0,0,0
9959,对方承诺该公司2016-2018年净利润分别为1，000万元、1，300万元、1，700万元，如果对方按照承诺每年均实现了上述承诺，美康生物科技股份有限公司同意在2019年收购张春实9%的股权，收购价格为人民币1，440万元,1,美康生物科技股份有限公司,张春实
6870,二、收购当事人情况介绍1、张虎，自然人，男，中国国籍，身份证号为 6201XXXXXXXXXX531X，住所 为甘肃省兰州市城关区2、张丰兰，自然人，女，中国国籍，身份证号为 6201XXXXXXXXXX536X，住 所为甘肃省兰州市城关区。,0,0,0
9212,上海公司成立后，积极发挥其在上海的平台优势，努力争取当地优惠政策，为公司创造了较好的经济效益(上海公司主要财务指标如下表)。,0,0,0
9451,33、交易标的基准日财务状况评估报告中基准日东海证券股份有限公司财务状况系引用中审华寅五洲会计师事务所(特殊普通合伙)的审计结果，该会计师事务所具有从事证券、期货业务资格。,0,0,0
8890,截止12月23日，通过公开挂牌，仅有一户企业报名摘牌，按照产权交易所的相关规定，云南铜业股份有限公司控股股东云南铜业（集团）有限公司（以下简称“,1,云南铜业（集团）有限公司,云南铜业股份有限公司
3620,证券代码:600225 证券简称:天津松江 公告编号:临 2015-125 天津松江股份有限公司委托贷款公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
2428,(二)公司六届四次董事会会议审议并通过了<关于公司非公开 发行A股股票方案的议案>、<关于公司非公开发行 A 股股票预案的 议案>、<关于公司非公开发行A股股票涉及关联交易事项的议案>、 <关于公司与上海汽车工业(集团)总公司签署附生效条件的股份认 购合同的议案>及<关于公司与长江养老保险股份有限公司签署附生 效条件的股份认购合同的议案>等关联交易相关议案。,0,0,0
5655,补充协议主要内容如 下:1、福建省轻纺(控股)有限责任公司认购数量由 10，169.49 万 股调整为 6，673.73 万股、认购金额由 30，000.00 调整为 19，687.50 万元;2、福建省能源集团有限责任公司认购数量由 16，949.15 万股调 整为 11，122.88 万股、认购金额由 50，000.00 万元调整为 32，812.50 万元。,0,0,0
6196,截至 2014 年末，唐山中润公司经审计的资产总额 为 391，924.15 万元，负债总额 220，222.28 万元，净资产 171，701.87 万 元，2014 年度营业收入实现 527，457.09 万元，利润总额实现 1，205.70 万元，净利润 989.41 万元;截至 2015 年 9 月末，唐山中润公司未经 审计的资产总额为 365，823.78 万元，负债总额 207，508.94 万元，净资 产 158，314.84 万元，2015 年 1-9 月营业收入实现 272，472.36 万元，利 润总额实现-12，799.36 万元，净利润-13，513.26 万元。,0,0,0
1043,2015 年 9 月 16 日，公司以人民币 2，000 万元闲置募集资金购买了平安银行 广州中石化大厦支行“对公结构性存款(挂钩利率)产品”，该产品类型保本浮 动收益型产品，预期年化收益率 3.60%，起止期限为 2015 年 9 月 16 日至 2016 年 3 月 15 日。,0,0,0
89,2015年4月21日，华域汽车系统股份有限公司与上汽集团签署附条件生效的《华域汽车系统股份有限公司与上海汽车集团股份有限公司之发行股份购买资产协议》,1,华域汽车系统股份有限公司,上海汽车集团股份有限公司
9240,2、与财务公司关联交易公司名称:南山集团财务有限公司注册时间:2008年11月27日法定代表人:隋政注册资本:80，000万元经营范围:对成员单位办理财务和融资顾问、信用鉴证及相关的咨询、代理服务;协助成员单位实现交易款项的收付;经批准的保险代理业务;对成员单位提供担保;办理成员单位之间的委托贷款及委托投资;对成员单位办理票据承兑与贴现;办理成员单位之间的内部转账结算及相应的结算、清算方案设计;吸收成员单位的存款;对成员单位办理贷款及融资租赁;从事同业拆借;承销成员单位的企业债券;成员单位产品的买方信贷。,0,0,0
1973,(详见公司公告临 2015-061、临 2015-071)二、被担保人基本情况被担保人名称:永鼎集团有限公司注册地点:吴江区黎里镇芦墟汽车站东法定代表人:莫林弟注册资本:11，931.624 万元 经营范围:电缆、光缆、通信器材的生产销售;制造加工铜丝、铜制材冶炼;机电产品、汽车及零部件的销售;对实业投资;实物租赁;房地产开发;基础设施建设;1 通信工程安装;(以上涉及资质凭证经营)。,0,0,0
